Customer_ID,CIBIL_Score,Loan_Issued,Loan_Issue_Date
Z000055,836,TRUE,06-02-2025
Z000056,744,TRUE,22-04-2024
Z000057,777,TRUE,09-08-2024
Z000058,724,TRUE,17-10-2024
Z000059,670,TRUE,13-08-2024
Z000060,690,TRUE,08-11-2024
Z000061,711,TRUE,09-11-2024
Z000062,663,TRUE,28-03-2025
Z000063,660,TRUE,14-06-2024
Z000064,703,TRUE,03-07-2024
Z000065,650,TRUE,16-07-2024
Z000066,718,TRUE,06-02-2025
Z000067,631,TRUE,17-08-2024
Z000068,787,TRUE,13-04-2024
Z000069,746,TRUE,13-03-2025
Z000070,728,TRUE,08-03-2025
Z000071,543,TRUE,13-05-2024
Z000072,667,TRUE,31-03-2025
Z000073,625,TRUE,15-12-2024
Z000074,789,TRUE,05-01-2025
Z000075,738,TRUE,10-04-2024
Z000076,620,TRUE,26-12-2024
Z000077,608,TRUE,30-04-2024
Z000078,694,TRUE,08-05-2024
Z000079,680,TRUE,14-12-2024
Z000080,768,TRUE,05-04-2024
Z000081,592,TRUE,18-05-2024
Z000082,616,TRUE,13-07-2024
Z000083,705,TRUE,10-05-2024
Z000084,722,TRUE,03-04-2024
Z000085,677,TRUE,29-07-2024
Z000086,640,TRUE,28-08-2024
Z000087,750,TRUE,18-11-2024
Z000088,726,TRUE,13-03-2025
Z000089,710,TRUE,14-03-2025
Z000090,681,TRUE,25-06-2024
Z000091,657,TRUE,22-01-2025
Z000092,636,TRUE,19-09-2024
Z000093,696,TRUE,22-06-2024
Z000094,645,TRUE,14-08-2024
Z000095,685,TRUE,17-07-2024
Z000096,718,TRUE,29-07-2024
Z000097,715,TRUE,16-10-2024
Z000098,621,TRUE,22-12-2024
Z000099,807,TRUE,16-01-2025
Z000100,715,TRUE,18-01-2025
Z000101,782,TRUE,04-10-2024
Z000102,739,TRUE,26-08-2024
Z000103,766,TRUE,08-01-2025
Z000104,647,TRUE,30-08-2024
Z000105,682,TRUE,26-06-2024
Z000106,756,TRUE,28-02-2025
Z000107,738,TRUE,20-01-2025
Z000108,687,TRUE,08-04-2024
Z000109,671,TRUE,08-10-2024
Z000110,622,TRUE,05-07-2024
Z000111,636,TRUE,29-03-2025
Z000112,569,TRUE,09-02-2025
Z000113,615,TRUE,15-10-2024
Z000114,669,TRUE,27-02-2025
Z000115,628,TRUE,28-04-2024
Z000116,775,TRUE,31-10-2024
Z000117,745,TRUE,12-04-2024
Z000118,661,TRUE,03-05-2024
Z000119,686,TRUE,27-10-2024
Z000120,699,TRUE,10-04-2024
Z000121,588,TRUE,25-12-2024
Z000122,677,TRUE,27-04-2024
Z000123,651,TRUE,18-08-2024
Z000124,783,TRUE,11-01-2025
Z000125,658,TRUE,18-08-2024
Z000126,590,TRUE,09-09-2024
Z000127,645,TRUE,04-01-2025
Z000128,718,TRUE,25-12-2024
Z000129,646,TRUE,17-02-2025
Z000130,775,TRUE,21-10-2024
Z000131,656,TRUE,28-12-2024
Z000132,724,TRUE,24-03-2025
Z000133,742,TRUE,20-08-2024
Z000134,757,TRUE,06-05-2024
Z000135,731,TRUE,31-01-2025
Z000136,618,TRUE,16-04-2024
Z000137,623,TRUE,21-04-2024
Z000138,757,TRUE,23-05-2024
Z000139,796,TRUE,27-08-2024
Z000140,725,TRUE,19-09-2024
Z000141,693,TRUE,15-07-2024
Z000142,566,TRUE,04-08-2024
Z000143,751,TRUE,20-07-2024
Z000144,652,TRUE,04-04-2024
Z000145,692,TRUE,15-11-2024
Z000146,678,TRUE,17-06-2024
Z000147,673,TRUE,13-05-2024
Z000148,760,TRUE,30-11-2024
Z000149,697,TRUE,02-11-2024
Z000150,613,TRUE,07-10-2024
Z000151,598,TRUE,28-06-2024
Z000152,716,TRUE,13-03-2025
Z000153,646,TRUE,20-08-2024
Z000154,805,TRUE,21-10-2024
Z000155,714,TRUE,27-02-2025
Z000156,812,TRUE,16-03-2025
Z000157,638,TRUE,22-11-2024
Z000158,721,TRUE,15-04-2024
Z000159,772,TRUE,19-10-2024
Z000160,684,TRUE,27-06-2024
Z000161,732,TRUE,04-08-2024
Z000162,700,TRUE,06-03-2025
Z000163,669,TRUE,23-01-2025
Z000164,557,TRUE,31-07-2024
Z000165,755,TRUE,10-01-2025
Z000166,711,TRUE,11-06-2024
Z000167,683,TRUE,05-08-2024
Z000168,629,TRUE,02-12-2024
Z000169,690,TRUE,13-03-2025
Z000170,553,TRUE,30-03-2025
Z000171,691,TRUE,29-11-2024
Z000172,737,TRUE,16-09-2024
Z000173,761,TRUE,29-08-2024
Z000174,757,TRUE,24-05-2024
Z000175,643,TRUE,07-07-2024
Z000176,685,TRUE,10-10-2024
Z000177,672,TRUE,17-12-2024
Z000178,673,TRUE,27-01-2025
Z000179,734,TRUE,19-03-2025
Z000180,671,TRUE,10-08-2024
Z000181,749,TRUE,03-10-2024
Z000182,676,TRUE,08-08-2024
Z000183,746,TRUE,24-09-2024
Z000184,622,TRUE,22-07-2024
Z000185,637,TRUE,15-11-2024
Z000186,549,TRUE,08-06-2024
Z000187,670,TRUE,23-08-2024
Z000188,517,TRUE,24-01-2025
Z000189,717,TRUE,11-07-2024
Z000190,677,TRUE,21-02-2025
Z000191,753,TRUE,22-09-2024
Z000192,752,TRUE,28-11-2024
Z000193,749,TRUE,12-10-2024
Z000194,762,TRUE,21-05-2024
Z000195,708,TRUE,02-03-2025
Z000196,558,TRUE,21-02-2025
Z000197,624,TRUE,11-07-2024
Z000198,668,TRUE,17-09-2024
Z000199,810,TRUE,16-07-2024
Z000200,712,TRUE,19-09-2024
Z000201,740,TRUE,07-01-2025
Z000202,684,TRUE,21-05-2024
Z000203,673,TRUE,13-06-2024
Z000204,558,TRUE,25-02-2025
Z000205,805,TRUE,19-11-2024
Z000206,740,TRUE,17-10-2024
Z000207,658,TRUE,16-12-2024
Z000208,714,TRUE,01-01-2025
Z000209,667,TRUE,09-08-2024
Z000210,669,TRUE,13-03-2025
Z000211,665,TRUE,27-09-2024
Z000212,767,TRUE,20-07-2024
Z000213,790,TRUE,04-10-2024
Z000214,693,TRUE,25-04-2024
Z000215,617,TRUE,12-07-2024
Z000216,766,TRUE,15-11-2024
Z000217,713,TRUE,10-11-2024
Z000218,746,TRUE,15-02-2025
Z000219,706,TRUE,02-07-2024
Z000220,686,TRUE,06-12-2024
Z000221,679,TRUE,22-04-2024
Z000222,668,TRUE,30-07-2024
Z000223,673,TRUE,25-05-2024
Z000224,650,TRUE,06-01-2025
Z000225,529,TRUE,27-08-2024
Z000226,697,TRUE,27-11-2024
Z000227,307,TRUE,06-02-2025
Z000228,765,TRUE,30-09-2024
Z000229,678,TRUE,27-09-2024
Z000230,663,TRUE,02-01-2025
Z000231,696,TRUE,23-08-2024
Z000232,709,TRUE,27-09-2024
Z000233,710,TRUE,26-08-2024
Z000234,689,TRUE,25-10-2024
Z000235,698,TRUE,02-11-2024
Z000236,794,TRUE,30-07-2024
Z000237,824,TRUE,08-12-2024
Z000238,673,TRUE,25-05-2024
Z000239,702,TRUE,21-11-2024
Z000240,862,TRUE,12-10-2024
Z000241,731,TRUE,03-01-2025
Z000242,640,TRUE,08-11-2024
Z000243,652,TRUE,30-09-2024
Z000244,597,TRUE,06-01-2025
Z000245,538,TRUE,06-08-2024
Z000246,751,TRUE,01-02-2025
Z000247,663,TRUE,27-10-2024
Z000248,677,TRUE,27-07-2024
Z000249,666,TRUE,16-08-2024
Z000250,728,TRUE,31-03-2025
Z000251,459,TRUE,11-08-2024
Z000252,805,TRUE,10-06-2024
Z000253,681,TRUE,06-06-2024
Z000254,644,TRUE,23-03-2025
Z000255,610,TRUE,28-05-2024
Z000256,664,TRUE,30-11-2024
Z000257,622,TRUE,22-01-2025
Z000258,753,TRUE,21-03-2025
Z000259,661,TRUE,22-05-2024
Z000260,676,TRUE,01-11-2024
Z000261,811,TRUE,19-01-2025
Z000262,780,TRUE,24-11-2024
Z000263,805,TRUE,29-01-2025
Z000264,735,TRUE,26-01-2025
Z000265,725,TRUE,11-03-2025
Z000266,666,TRUE,02-03-2025
Z000267,530,TRUE,01-10-2024
Z000268,734,TRUE,25-02-2025
Z000269,669,TRUE,11-09-2024
Z000270,669,TRUE,11-09-2024
Z000271,556,TRUE,19-01-2025
Z000272,561,TRUE,02-10-2024
Z000273,691,TRUE,03-10-2024
Z000274,646,TRUE,06-03-2025
Z000275,716,TRUE,23-12-2024
Z000276,685,TRUE,23-01-2025
Z000277,666,TRUE,18-02-2025
Z000278,710,TRUE,02-08-2024
Z000279,691,TRUE,24-05-2024
Z000280,708,TRUE,17-01-2025
Z000281,603,TRUE,02-11-2024
Z000282,778,TRUE,04-03-2025
Z000283,585,TRUE,17-03-2025
Z000284,735,TRUE,28-06-2024
Z000285,797,TRUE,08-04-2024
Z000286,764,TRUE,18-12-2024
Z000287,762,TRUE,18-07-2024
Z000288,624,TRUE,16-12-2024
Z000289,767,TRUE,24-03-2025
Z000290,675,TRUE,13-10-2024
Z000291,723,TRUE,31-05-2024
Z000292,715,TRUE,01-06-2024
Z000293,667,TRUE,27-01-2025
Z000294,763,TRUE,22-08-2024
Z000295,666,TRUE,03-09-2024
Z000296,672,TRUE,19-10-2024
Z000297,699,TRUE,29-05-2024
Z000298,732,TRUE,21-07-2024
Z000299,668,TRUE,05-02-2025
Z000300,778,TRUE,26-02-2025
Z000301,594,TRUE,29-05-2024
Z000302,738,TRUE,25-04-2024
Z000303,691,TRUE,08-01-2025
Z000304,422,TRUE,29-09-2024
Z000305,593,TRUE,17-05-2024
Z000306,774,TRUE,30-03-2025
Z000307,613,TRUE,26-04-2024
Z000308,606,TRUE,24-10-2024
Z000309,650,TRUE,04-02-2025
Z000310,680,TRUE,17-08-2024
Z000311,448,TRUE,04-05-2024
Z000312,659,TRUE,16-06-2024
Z000313,617,TRUE,25-12-2024
Z000314,757,TRUE,26-05-2024
Z000315,708,TRUE,13-04-2024
Z000316,557,TRUE,26-05-2024
Z000317,651,TRUE,17-07-2024
Z000318,644,TRUE,26-06-2024
Z000319,653,TRUE,10-09-2024
Z000320,685,TRUE,12-06-2024
Z000321,647,TRUE,01-06-2024
Z000322,694,TRUE,19-06-2024
Z000323,691,TRUE,20-07-2024
Z000324,699,TRUE,03-04-2024
Z000325,657,TRUE,15-03-2025
Z000326,628,TRUE,08-06-2024
Z000327,630,TRUE,05-03-2025
Z000328,602,TRUE,13-02-2025
Z000329,695,TRUE,22-07-2024
Z000330,670,TRUE,25-02-2025
Z000331,634,TRUE,06-05-2024
Z000332,754,TRUE,14-10-2024
Z000333,711,TRUE,03-12-2024
Z000334,671,TRUE,30-09-2024
Z000335,630,TRUE,21-02-2025
Z000336,688,TRUE,14-02-2025
Z000337,789,TRUE,12-11-2024
Z000338,646,TRUE,24-02-2025
Z000339,744,TRUE,10-03-2025
Z000340,691,TRUE,15-05-2024
Z000341,767,TRUE,03-04-2024
Z000342,712,TRUE,02-04-2024
Z000343,667,TRUE,15-08-2024
Z000344,688,TRUE,24-05-2024
Z000345,707,TRUE,11-07-2024
Z000346,676,TRUE,12-12-2024
Z000347,647,TRUE,09-11-2024
Z000348,644,TRUE,13-08-2024
Z000349,631,TRUE,09-11-2024
Z000350,628,TRUE,02-07-2024
Z000351,629,TRUE,30-06-2024
Z000352,703,TRUE,22-01-2025
Z000353,668,TRUE,04-01-2025
Z000354,771,TRUE,18-01-2025
Z000355,705,TRUE,31-10-2024
Z000356,576,TRUE,06-11-2024
Z000357,662,TRUE,21-06-2024
Z000358,660,TRUE,21-07-2024
Z000359,750,TRUE,26-08-2024
Z000360,752,TRUE,30-07-2024
Z000361,758,TRUE,15-05-2024
Z000362,651,TRUE,05-09-2024
Z000363,691,TRUE,01-08-2024
Z000364,532,TRUE,08-10-2024
Z000365,730,TRUE,16-03-2025
Z000366,822,TRUE,31-07-2024
Z000367,734,TRUE,30-05-2024
Z000368,787,TRUE,03-01-2025
Z000369,789,TRUE,04-09-2024
Z000370,772,TRUE,03-09-2024
Z000371,676,TRUE,29-10-2024
Z000372,757,TRUE,28-06-2024
Z000373,688,TRUE,22-07-2024
Z000374,774,TRUE,18-12-2024
Z000375,815,TRUE,08-06-2024
Z000376,706,TRUE,08-11-2024
Z000377,677,TRUE,26-11-2024
Z000378,743,TRUE,25-02-2025
Z000379,721,TRUE,18-10-2024
Z000380,607,TRUE,17-03-2025
Z000381,739,TRUE,17-04-2024
Z000382,631,TRUE,10-03-2025
Z000383,637,TRUE,17-12-2024
Z000384,681,TRUE,18-02-2025
Z000385,694,TRUE,22-08-2024
Z000386,642,TRUE,02-04-2024
Z000387,837,TRUE,06-02-2025
Z000388,626,TRUE,03-01-2025
Z000389,748,TRUE,28-12-2024
Z000390,724,TRUE,22-08-2024
Z000391,726,TRUE,23-03-2025
Z000392,786,TRUE,16-09-2024
Z000393,709,TRUE,09-04-2024
Z000394,668,TRUE,05-06-2024
Z000395,678,TRUE,25-10-2024
Z000396,726,TRUE,22-04-2024
Z000397,686,TRUE,07-11-2024
Z000398,735,TRUE,08-10-2024
Z000399,743,TRUE,20-03-2025
Z000400,685,TRUE,23-01-2025
Z000401,715,TRUE,17-09-2024
Z000402,776,TRUE,15-07-2024
Z000403,728,TRUE,09-04-2024
Z000404,677,TRUE,25-12-2024
Z000405,519,TRUE,28-09-2024
Z000406,622,TRUE,07-07-2024
Z000407,668,TRUE,21-08-2024
Z000408,590,TRUE,12-02-2025
Z000409,505,TRUE,22-03-2025
Z000410,777,TRUE,16-03-2025
Z000411,643,TRUE,13-05-2024
Z000412,664,TRUE,25-01-2025
Z000413,710,TRUE,26-10-2024
Z000414,719,TRUE,15-02-2025
Z000415,718,TRUE,03-05-2024
Z000416,714,TRUE,31-07-2024
Z000417,674,TRUE,23-05-2024
Z000418,691,TRUE,24-03-2025
Z000419,765,TRUE,09-07-2024
Z000420,630,TRUE,11-07-2024
Z000421,759,TRUE,27-08-2024
Z000422,619,TRUE,18-12-2024
Z000423,682,TRUE,08-08-2024
Z000424,627,TRUE,18-12-2024
Z000425,607,TRUE,25-09-2024
Z000426,629,TRUE,01-06-2024
Z000427,726,TRUE,07-01-2025
Z000428,707,TRUE,17-02-2025
Z000429,743,TRUE,25-11-2024
Z000430,757,TRUE,20-07-2024
Z000431,795,TRUE,29-11-2024
Z000432,602,TRUE,28-03-2025
Z000433,714,TRUE,07-07-2024
Z000434,744,TRUE,03-11-2024
Z000435,712,TRUE,14-03-2025
Z000436,763,TRUE,20-01-2025
Z000437,672,TRUE,24-01-2025
Z000438,705,TRUE,13-06-2024
Z000439,667,TRUE,22-10-2024
Z000440,670,TRUE,13-10-2024
Z000441,752,TRUE,18-06-2024
Z000442,686,TRUE,11-09-2024
Z000443,711,TRUE,15-05-2024
Z000444,617,TRUE,07-02-2025
Z000445,584,TRUE,22-05-2024
Z000446,671,TRUE,18-10-2024
Z000447,622,TRUE,22-05-2024
Z000448,721,TRUE,29-01-2025
Z000449,699,TRUE,13-07-2024
Z000450,859,TRUE,22-09-2024
Z000451,771,TRUE,12-09-2024
Z000452,693,TRUE,19-08-2024
Z000453,757,TRUE,19-09-2024
Z000454,697,TRUE,12-01-2025
Z000455,692,TRUE,27-06-2024
Z000456,606,TRUE,19-04-2024
Z000457,744,TRUE,19-07-2024
Z000458,703,TRUE,19-09-2024
Z000459,837,TRUE,18-09-2024
Z000460,679,TRUE,07-11-2024
Z000461,741,TRUE,16-02-2025
Z000462,691,TRUE,30-08-2024
Z000463,785,TRUE,07-10-2024
Z000464,663,TRUE,29-10-2024
Z000465,680,TRUE,10-07-2024
Z000466,730,TRUE,19-02-2025
Z000467,679,TRUE,11-11-2024
Z000468,678,TRUE,26-03-2025
Z000469,639,TRUE,04-07-2024
Z000470,666,TRUE,20-05-2024
Z000471,611,TRUE,04-05-2024
Z000472,847,TRUE,18-11-2024
Z000473,709,TRUE,29-03-2025
Z000474,667,TRUE,30-04-2024
Z000475,561,TRUE,21-11-2024
Z000476,742,TRUE,08-04-2024
Z000477,625,TRUE,13-01-2025
Z000478,601,TRUE,07-01-2025
Z000479,702,TRUE,14-01-2025
Z000480,766,TRUE,18-01-2025
Z000481,710,TRUE,10-03-2025
Z000482,648,TRUE,20-09-2024
Z000483,713,TRUE,19-07-2024
Z000484,794,TRUE,18-01-2025
Z000485,712,TRUE,04-12-2024
Z000486,693,TRUE,27-10-2024
Z000487,701,TRUE,14-09-2024
Z000488,649,TRUE,13-10-2024
Z000489,655,TRUE,05-06-2024
Z000490,696,TRUE,28-09-2024
Z000491,611,TRUE,01-03-2025
Z000492,707,TRUE,19-10-2024
Z000493,711,TRUE,02-07-2024
Z000494,870,TRUE,09-01-2025
Z000495,799,TRUE,06-06-2024
Z000496,654,TRUE,21-10-2024
Z000497,728,TRUE,26-07-2024
Z000498,763,TRUE,12-12-2024
Z000499,545,TRUE,23-07-2024
Z000500,678,TRUE,30-04-2024
Z000501,802,TRUE,25-03-2025
Z000502,659,TRUE,18-09-2024
Z000503,742,TRUE,04-08-2024
Z000504,712,TRUE,26-04-2024
Z000505,587,TRUE,16-05-2024
Z000506,725,TRUE,08-09-2024
Z000507,695,TRUE,10-03-2025
Z000508,679,TRUE,19-09-2024
Z000509,680,TRUE,01-11-2024
Z000510,650,TRUE,22-08-2024
Z000511,676,TRUE,06-10-2024
Z000512,708,TRUE,17-08-2024
Z000513,679,TRUE,20-07-2024
Z000514,653,TRUE,22-01-2025
Z000515,696,TRUE,29-10-2024
Z000516,624,TRUE,14-09-2024
Z000517,723,TRUE,20-10-2024
Z000518,774,TRUE,20-01-2025
Z000519,727,TRUE,10-01-2025
Z000520,729,TRUE,09-09-2024
Z000521,662,TRUE,03-05-2024
Z000522,640,TRUE,05-05-2024
Z000523,752,TRUE,08-08-2024
Z000524,539,TRUE,09-08-2024
Z000525,651,TRUE,29-09-2024
Z000526,776,TRUE,04-05-2024
Z000527,603,TRUE,29-10-2024
Z000528,424,TRUE,11-11-2024
Z000529,710,TRUE,28-05-2024
Z000530,654,TRUE,29-04-2024
Z000531,657,TRUE,09-10-2024
Z000532,658,TRUE,03-07-2024
Z000533,551,TRUE,23-02-2025
Z000534,741,TRUE,21-03-2025
Z000535,584,TRUE,07-03-2025
Z000536,703,TRUE,03-01-2025
Z000537,779,TRUE,10-12-2024
Z000538,694,TRUE,30-04-2024
Z000539,710,TRUE,12-01-2025
Z000540,660,TRUE,30-09-2024
Z000541,719,TRUE,20-02-2025
Z000542,612,TRUE,29-01-2025
Z000543,709,TRUE,13-03-2025
Z000544,590,TRUE,09-04-2024
Z000545,555,TRUE,11-10-2024
Z000546,779,TRUE,29-04-2024
Z000547,829,TRUE,08-11-2024
Z000548,683,TRUE,29-10-2024
Z000549,656,TRUE,20-04-2024
Z000550,674,TRUE,10-06-2024
Z000551,641,TRUE,20-12-2024
Z000552,690,TRUE,18-06-2024
Z000553,650,TRUE,01-02-2025
Z000554,567,TRUE,23-03-2025
Z000555,812,TRUE,23-12-2024
Z000556,737,TRUE,05-11-2024
Z000557,610,TRUE,27-03-2025
Z000558,581,TRUE,27-06-2024
Z000559,627,TRUE,26-07-2024
Z000560,735,TRUE,23-12-2024
Z000561,705,TRUE,03-02-2025
Z000562,671,TRUE,24-03-2025
Z000563,733,TRUE,21-03-2025
Z000564,782,TRUE,11-03-2025
Z000565,728,TRUE,27-01-2025
Z000566,692,TRUE,12-02-2025
Z000567,760,TRUE,30-11-2024
Z000568,724,TRUE,23-03-2025
Z000569,860,TRUE,20-11-2024
Z000570,692,TRUE,30-11-2024
Z000571,700,TRUE,22-04-2024
Z000572,610,TRUE,02-08-2024
Z000573,715,TRUE,22-08-2024
Z000574,605,TRUE,03-09-2024
Z000575,609,TRUE,18-01-2025
Z000576,686,TRUE,21-10-2024
Z000577,667,TRUE,02-05-2024
Z000578,733,TRUE,23-03-2025
Z000579,664,TRUE,19-11-2024
Z000580,736,TRUE,15-06-2024
Z000581,713,TRUE,26-05-2024
Z000582,663,TRUE,08-01-2025
Z000583,767,TRUE,14-08-2024
Z000584,593,TRUE,24-05-2024
Z000585,709,TRUE,15-02-2025
Z000586,775,TRUE,09-06-2024
Z000587,536,TRUE,24-08-2024
Z000588,708,TRUE,22-09-2024
Z000589,656,TRUE,14-07-2024
Z000590,762,TRUE,10-09-2024
Z000591,709,TRUE,23-09-2024
Z000592,324,TRUE,22-09-2024
Z000593,771,TRUE,19-11-2024
Z000594,730,TRUE,19-01-2025
Z000595,691,TRUE,24-04-2024
Z000596,750,TRUE,02-05-2024
Z000597,735,TRUE,20-09-2024
Z000598,613,TRUE,28-08-2024
Z000599,667,TRUE,04-06-2024
Z000600,682,TRUE,19-01-2025
Z000601,758,TRUE,03-04-2024
Z000602,766,TRUE,02-10-2024
Z000603,709,TRUE,17-04-2024
Z000604,683,TRUE,09-11-2024
Z000605,656,TRUE,26-11-2024
Z000606,583,TRUE,28-07-2024
Z000607,646,TRUE,06-09-2024
Z000608,707,TRUE,11-06-2024
Z000609,626,TRUE,03-01-2025
Z000610,679,TRUE,21-11-2024
Z000611,704,TRUE,16-12-2024
Z000612,667,TRUE,22-03-2025
Z000613,708,TRUE,24-01-2025
Z000614,614,TRUE,29-01-2025
Z000615,734,TRUE,09-07-2024
Z000616,588,TRUE,13-02-2025
Z000617,715,TRUE,31-01-2025
Z000618,673,TRUE,30-05-2024
Z000619,700,TRUE,14-08-2024
Z000620,778,TRUE,05-10-2024
Z000621,763,TRUE,14-03-2025
Z000622,560,TRUE,10-08-2024
Z000623,667,TRUE,16-06-2024
Z000624,700,TRUE,06-02-2025
Z000625,692,TRUE,27-01-2025
Z000626,709,TRUE,25-10-2024
Z000627,629,TRUE,07-02-2025
Z000628,738,TRUE,23-04-2024
Z000629,696,TRUE,21-06-2024
Z000630,664,TRUE,02-07-2024
Z000631,678,TRUE,08-10-2024
Z000632,740,TRUE,04-01-2025
Z000633,624,TRUE,27-09-2024
Z000634,671,TRUE,06-02-2025
Z000635,714,TRUE,08-07-2024
Z000636,683,TRUE,26-05-2024
Z000637,673,TRUE,13-05-2024
Z000638,666,TRUE,18-08-2024
Z000639,692,TRUE,07-10-2024
Z000640,689,TRUE,21-11-2024
Z000641,672,TRUE,13-11-2024
Z000642,762,TRUE,13-05-2024
Z000643,636,TRUE,23-01-2025
Z000644,732,TRUE,12-04-2024
Z000645,749,TRUE,31-10-2024
Z000646,658,TRUE,19-09-2024
Z000647,652,TRUE,03-11-2024
Z000648,693,TRUE,22-09-2024
Z000649,638,TRUE,06-12-2024
Z000650,628,TRUE,13-07-2024
Z000651,605,TRUE,19-11-2024
Z000652,692,TRUE,26-05-2024
Z000653,739,TRUE,22-09-2024
Z000654,662,TRUE,06-08-2024
Z000655,732,TRUE,09-04-2024
Z000656,583,TRUE,24-04-2024
Z000657,701,TRUE,30-03-2025
Z000658,663,TRUE,05-07-2024
Z000659,792,TRUE,09-11-2024
Z000660,690,TRUE,31-07-2024
Z000661,727,TRUE,29-11-2024
Z000662,768,TRUE,08-05-2024
Z000663,717,TRUE,24-09-2024
Z000664,647,TRUE,11-08-2024
Z000665,664,TRUE,20-06-2024
Z000666,771,TRUE,29-09-2024
Z000667,713,TRUE,23-04-2024
Z000668,795,TRUE,11-06-2024
Z000669,775,TRUE,14-10-2024
Z000670,614,TRUE,12-07-2024
Z000671,563,TRUE,08-05-2024
Z000672,712,TRUE,26-10-2024
Z000673,691,TRUE,14-07-2024
Z000674,642,TRUE,13-01-2025
Z000675,656,TRUE,04-11-2024
Z000676,668,TRUE,30-09-2024
Z000677,628,TRUE,27-04-2024
Z000678,606,TRUE,25-10-2024
Z000679,720,TRUE,07-03-2025
Z000680,681,TRUE,02-11-2024
Z000681,718,TRUE,26-12-2024
Z000682,642,TRUE,20-12-2024
Z000683,845,TRUE,26-08-2024
Z000684,420,TRUE,25-03-2025
Z000685,705,TRUE,27-09-2024
Z000686,743,TRUE,22-07-2024
Z000687,556,TRUE,03-12-2024
Z000688,711,TRUE,10-01-2025
Z000689,708,TRUE,15-09-2024
Z000690,667,TRUE,19-06-2024
Z000691,693,TRUE,30-07-2024
Z000692,570,TRUE,21-05-2024
Z000693,714,TRUE,16-09-2024
Z000694,698,TRUE,09-04-2024
Z000695,651,TRUE,27-06-2024
Z000696,625,TRUE,13-01-2025
Z000697,702,TRUE,02-03-2025
Z000698,734,TRUE,16-02-2025
Z000699,647,TRUE,18-07-2024
Z000700,730,TRUE,21-03-2025
Z000701,744,TRUE,11-09-2024
Z000702,808,TRUE,08-05-2024
Z000703,802,TRUE,05-02-2025
Z000704,627,TRUE,17-10-2024
Z000705,584,TRUE,14-01-2025
Z000706,821,TRUE,19-08-2024
Z000707,583,TRUE,20-08-2024
Z000708,731,TRUE,07-10-2024
Z000709,703,TRUE,21-03-2025
Z000710,683,TRUE,18-10-2024
Z000711,702,TRUE,05-08-2024
Z000712,738,TRUE,17-05-2024
Z000713,587,TRUE,04-12-2024
Z000714,714,TRUE,10-08-2024
Z000715,609,TRUE,19-07-2024
Z000716,631,TRUE,25-07-2024
Z000717,575,TRUE,22-02-2025
Z000718,582,TRUE,17-01-2025
Z000719,701,TRUE,10-12-2024
Z000720,582,TRUE,26-12-2024
Z000721,765,TRUE,17-08-2024
Z000722,765,TRUE,21-08-2024
Z000723,616,TRUE,24-11-2024
Z000724,712,TRUE,06-08-2024
Z000725,676,TRUE,30-05-2024
Z000726,638,TRUE,25-12-2024
Z000727,730,TRUE,05-03-2025
Z000728,782,TRUE,27-10-2024
Z000729,627,TRUE,03-07-2024
Z000730,675,TRUE,05-05-2024
Z000731,619,TRUE,27-03-2025
Z000732,728,TRUE,15-03-2025
Z000733,704,TRUE,18-07-2024
